epoch,auc_pr,exactitud,loss,precision,recall,val_auc_pr,val_exactitud,val_loss,val_precision,val_recall
0,0.5632568597793579,0.6484681963920593,0.6138309836387634,0.528459906578064,0.7025119066238403,0.5782697200775146,0.635059654712677,0.6095430254936218,0.5083813071250916,0.6566135287284851
1,0.6223502159118652,0.6867166757583618,0.5647408366203308,0.5656618475914001,0.7544428706169128,0.5847867727279663,0.6409257054328918,0.6019426584243774,0.5143281817436218,0.670831561088562
2,0.6493170857429504,0.69984370470047,0.5451798439025879,0.5794089436531067,0.7686729431152344,0.577041506767273,0.6330105662345886,0.6251803636550903,0.5054450631141663,0.7498922944068909
3,0.6650825142860413,0.7107058763504028,0.5317860841751099,0.5901236534118652,0.7795974612236023,0.5689237713813782,0.6502872705459595,0.607525646686554,0.5212828516960144,0.7650797367095947
4,0.6755689382553101,0.7177689671516418,0.522773027420044,0.5976148247718811,0.7902547121047974,0.5674511790275574,0.6499256491661072,0.6208012104034424,0.519794762134552,0.8075183033943176
5,0.6896585822105408,0.7206671833992004,0.5144699811935425,0.6001085638999939,0.7939766645431519,0.5678325295448303,0.6485998034477234,0.6181939840316772,0.5193580985069275,0.777358889579773
